,PLAYER,AFFILIATION,OVERALL PICK,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,HEIGHT,WEIGHT,POSITION,ROTY,CENTER,FORWARD,GUARD,ROOKIE
568,Diamond Stone,Maryland,40,LAC,7,3.5,1.4,0.4,1.9,23.1,0.0,0.0,0.0,0.6,0.6,100.0,0.1,0.7,0.9,0.0,0.3,0.0,0.1,0.7,2.11,116.0,Center,0,1,0,0,0
569,Stephen Zimmerman,Nevada-Las Vegas,41,ORL,19,5.7,1.2,0.5,1.6,32.3,0.0,0.0,0.0,0.2,0.3,60.0,0.6,1.3,1.8,0.2,0.2,0.1,0.3,0.9,2.13,109.0,Center,0,1,0,0,0
570,Isaiah Whitehead,Seton Hall,42,BKN,73,22.5,7.4,2.8,7.0,40.2,0.6,2.0,29.5,1.2,1.5,80.5,0.4,2.1,2.5,2.6,1.9,0.6,0.5,2.4,1.93,97.0,Guard,0,0,0,1,0
571,AJ Hammons,Purdue,46,DAL,22,7.4,2.2,0.8,1.9,40.5,0.2,0.5,50.0,0.4,0.9,45.0,0.4,1.3,1.6,0.2,0.5,0.0,0.6,1.0,2.13,118.0,Center,0,1,0,0,0
572,Jake Layman,Maryland,47,POR,35,7.1,2.2,0.7,2.5,29.2,0.4,1.5,25.5,0.4,0.5,76.5,0.2,0.5,0.7,0.3,0.3,0.3,0.1,0.6,2.03,95.0,Forward,0,0,1,0,0
573,Paul Zipser,FC Bayern Muenchen,48,CHI,44,19.2,5.5,2.0,5.0,39.8,0.8,2.3,33.3,0.7,0.9,77.5,0.3,2.5,2.8,0.8,0.9,0.3,0.4,1.8,2.03,103.0,Forward,0,0,1,0,0
574,Michael Gbinije,Syracuse,49,DET,9,3.5,0.4,0.1,1.1,10.0,0.0,0.4,0.0,0.2,0.2,100.0,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.2,2.01,91.0,Guard-Forward,0,0,1,1,0
575,Georges Niang,Iowa State,50,IND,23,4.0,0.9,0.4,1.6,25.0,0.0,0.5,8.3,0.1,0.1,100.0,0.1,0.7,0.7,0.2,0.2,0.1,0.0,0.3,2.01,104.0,Forward,0,0,1,0,0
576,Kay Felder,Oakland,54,CLE,42,9.2,4.0,1.5,3.8,39.2,0.2,0.5,31.8,0.8,1.2,71.4,0.1,0.9,1.0,1.4,0.7,0.4,0.2,0.9,1.75,80.0,Guard,0,0,0,1,0
577,Marcus Paige,North Carolina,55,CHA,5,5.6,2.4,0.8,2.8,28.6,0.4,1.6,25.0,0.4,0.4,100.0,0.0,0.8,0.8,0.6,0.0,0.0,0.0,0.0,1.83,74.0,Guard,0,0,0,1,0
578,Markelle Fultz,Washington,1,PHI,14,18.1,7.1,3.2,7.9,40.5,0.0,0.1,0.0,0.7,1.5,47.6,0.8,2.3,3.1,3.8,1.2,0.9,0.3,1.6,1.93,95.0,Guard,0,0,0,1,0
579,Lonzo Ball,California-Los Angeles,2,LAL,52,34.2,10.2,3.9,10.8,36.0,1.7,5.7,30.5,0.6,1.4,45.1,1.3,5.6,6.9,7.2,2.6,1.7,0.8,2.3,1.98,86.0,Guard,0,0,0,1,0
580,Jayson Tatum,Duke,3,BOS,80,30.5,13.9,5.0,10.4,47.5,1.3,3.0,43.4,2.7,3.2,82.6,0.6,4.4,5.0,1.6,1.4,1.0,0.7,2.1,2.03,95.0,Forward-Guard,0,0,1,1,0
581,Josh Jackson,Kansas,4,PHX,77,25.4,13.1,5.1,12.1,41.7,0.7,2.8,26.3,2.3,3.6,63.4,1.2,3.3,4.6,1.5,1.9,1.0,0.5,2.8,2.03,94.0,Guard-Forward,0,0,1,1,0
582,De'Aaron Fox,Kentucky,5,SAC,73,27.7,11.6,4.5,10.9,41.2,0.6,2.1,30.7,1.9,2.7,72.3,0.5,2.3,2.8,4.4,2.4,1.0,0.3,2.2,1.91,84.0,Guard,0,0,0,1,0
583,Jonathan Isaac,Florida State,6,ORL,27,19.8,5.4,2.0,5.4,37.9,0.6,1.7,34.8,0.7,0.9,76.0,0.6,3.1,3.7,0.7,1.0,1.2,1.1,1.8,2.08,104.0,Forward,0,0,1,0,0
584,Lauri Markkanen,Arizona,7,CHI,68,29.7,15.2,5.5,12.7,43.4,2.1,5.9,36.2,2.1,2.4,84.3,1.2,6.3,7.5,1.2,1.2,0.6,0.6,1.5,2.11,109.0,Forward-Center,0,1,1,0,0
585,Frank Ntilikina,SIG Strasbourg (France),8,NYK,78,21.9,5.9,2.3,6.4,36.4,0.6,2.0,31.8,0.6,0.9,72.1,0.5,1.8,2.3,3.2,1.7,0.8,0.2,2.3,1.93,91.0,Guard,0,0,0,1,0
586,Zach Collins,Gonzaga,10,POR,66,15.8,4.4,1.7,4.4,39.8,0.5,1.7,31.0,0.4,0.6,64.3,0.7,2.7,3.3,0.8,0.9,0.3,0.5,2.0,2.11,113.0,Forward-Center,0,1,1,0,0
587,Malik Monk,Kentucky,11,CHA,63,13.5,6.7,2.4,6.7,36.0,1.3,3.9,34.2,0.5,0.6,84.2,0.1,0.9,1.0,1.4,0.8,0.3,0.1,1.0,1.91,91.0,Guard,0,0,0,1,0
588,Luke Kennard,Duke,12,DET,73,20.0,7.6,2.8,6.4,44.3,1.1,2.7,41.5,0.9,1.0,85.5,0.3,2.1,2.4,1.7,0.9,0.6,0.2,1.2,1.96,93.0,Guard,0,0,0,1,0
589,Donovan Mitchell,Louisville,13,UTA,79,33.4,20.5,7.5,17.2,43.7,2.4,7.0,34.0,3.0,3.8,80.5,0.7,3.1,3.7,3.7,2.7,1.5,0.3,2.7,1.85,98.0,Guard,0,0,0,1,0
590,Bam Adebayo,Kentucky,14,MIA,69,19.8,6.9,2.5,4.9,51.2,0.0,0.1,0.0,1.9,2.6,72.1,1.7,3.8,5.5,1.5,1.0,0.5,0.6,2.0,2.06,116.0,Center-Forward,0,1,1,0,0
591,D.J. Wilson,Michigan,17,MIL,22,3.2,1.0,0.4,0.7,56.3,0.1,0.2,40.0,0.0,0.1,50.0,0.1,0.4,0.5,0.1,0.2,0.1,0.0,0.3,2.08,105.0,Forward,0,0,1,0,0
592,T.J. Leaf,California-Los Angeles,18,IND,53,8.7,2.9,1.2,2.6,47.1,0.3,0.8,42.9,0.2,0.3,62.5,0.5,1.0,1.5,0.2,0.2,0.1,0.1,0.8,2.08,101.0,Forward,0,0,1,0,0
593,John Collins,Wake Forest,19,ATL,74,24.1,10.5,4.2,7.4,57.6,0.2,0.6,34.0,1.8,2.5,71.5,2.4,4.9,7.3,1.3,1.4,0.6,1.1,2.9,2.06,103.0,Forward-Center,0,1,1,0,0
594,Harry Giles III,Duke,20,SAC,58,14.1,7.0,3.0,6.0,50.3,0.0,0.1,0.0,1.0,1.6,63.7,1.1,2.7,3.8,1.5,1.3,0.5,0.4,2.6,2.11,109.0,Forward-Center,0,1,1,0,0
595,Jarrett Allen,Texas,22,BKN,72,20.0,8.2,3.3,5.5,58.9,0.1,0.2,33.3,1.6,2.0,77.6,2.0,3.4,5.4,0.7,1.1,0.4,1.2,2.0,2.08,110.0,Center,0,1,0,0,0
596,OG Anunoby,Indiana,23,TOR,74,20.0,5.9,2.2,4.7,47.1,1.0,2.7,37.1,0.5,0.8,62.9,0.6,1.9,2.5,0.7,0.6,0.7,0.2,1.8,2.01,105.0,Forward,0,0,1,0,0
597,Tyler Lydon,Syracuse,24,DEN,1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,102.0,Forward,0,0,1,0,0
598,Caleb Swanigan,Purdue,26,POR,27,7.0,2.3,0.9,2.2,40.0,0.0,0.3,12.5,0.4,0.7,66.7,0.6,1.4,2.0,0.5,0.7,0.2,0.1,1.4,2.06,118.0,Forward,0,0,1,0,0
599,Kyle Kuzma,Utah,27,LAL,77,31.2,16.1,6.1,13.5,45.0,2.1,5.6,36.6,1.9,2.7,70.7,1.1,5.1,6.3,1.8,1.8,0.6,0.4,2.1,2.06,100.0,Forward,0,0,1,0,0
600,Tony Bradley,North Carolina,28,UTA,9,3.2,0.9,0.3,1.2,27.3,0.0,0.1,0.0,0.2,0.2,100.0,0.4,0.8,1.2,0.1,0.0,0.0,0.0,0.1,2.08,112.0,Center-Forward,0,1,1,0,0
601,Derrick White,Colorado,29,SAS,17,8.2,3.2,0.9,1.9,48.5,0.5,0.8,61.5,0.8,1.2,70.0,0.3,1.2,1.5,0.5,0.4,0.2,0.2,0.5,1.93,86.0,Guard,0,0,0,1,0
602,Josh Hart,Villanova,30,LAL,63,23.2,7.9,2.8,6.0,46.9,1.2,3.1,39.6,1.0,1.5,70.2,0.7,3.5,4.2,1.3,0.7,0.7,0.3,1.7,1.96,98.0,Guard,0,0,0,1,0
603,Frank Jackson,Duke,31,NOP,61,19.2,8.1,3.2,7.3,43.4,0.9,2.8,31.4,0.9,1.2,74.0,0.4,1.8,2.2,1.1,0.8,0.4,0.0,1.5,1.91,93.0,Guard,0,0,0,1,0
604,Davon Reed,Miami (FL),32,PHX,21,11.5,3.0,1.0,3.6,28.9,0.5,1.8,28.9,0.4,0.6,66.7,0.1,1.8,1.9,0.6,0.5,0.5,0.1,0.8,1.96,93.0,Guard,0,0,0,1,0
605,Ivan Rabb,California,35,MEM,36,14.3,5.6,2.4,4.2,56.6,0.0,0.0,0.0,0.8,1.0,80.6,1.5,2.9,4.4,0.9,1.0,0.3,0.4,1.5,2.08,100.0,Forward,0,0,1,0,0
606,Semi Ojeleye,Southern Methodist,37,BOS,73,15.8,2.7,0.9,2.6,34.6,0.5,1.7,32.0,0.3,0.6,61.0,0.5,1.7,2.2,0.3,0.3,0.3,0.1,1.2,1.98,109.0,Forward,0,0,1,0,0
607,Jawun Evans,Oklahoma State,39,LAC,48,16.2,4.8,1.9,5.3,35.2,0.3,1.1,27.8,0.8,1.0,77.6,0.2,1.6,1.8,2.1,0.9,0.8,0.1,2.0,1.83,86.0,Guard,0,0,0,1,0
608,Dwayne Bacon,Florida State,40,CHA,53,13.5,3.3,1.4,3.6,37.5,0.2,0.8,25.6,0.4,0.5,80.0,0.1,2.3,2.3,0.7,0.4,0.3,0.0,0.9,1.98,100.0,Guard-Forward,0,0,1,1,0
609,Tyler Dorsey,Oregon,41,ATL,56,17.4,7.2,2.6,6.8,37.7,1.3,3.6,36.2,0.8,1.1,71.4,0.3,2.0,2.3,1.4,0.7,0.3,0.1,1.1,1.96,83.0,Guard,0,0,0,1,0
610,Thomas Bryant,Indiana,42,LAL,15,4.8,1.5,0.5,1.4,38.1,0.1,0.7,10.0,0.3,0.6,55.6,0.2,0.9,1.1,0.4,0.1,0.1,0.1,0.4,2.08,112.0,Center-Forward,0,1,1,0,0
611,Isaiah Hartenstein,BC Zalgiris (Lithuania),43,HOU,28,7.9,1.9,0.7,1.5,48.8,0.1,0.2,33.3,0.4,0.5,78.6,0.8,0.9,1.7,0.5,0.5,0.3,0.4,2.0,2.13,113.0,Center-Forward,0,1,1,0,0
612,Dillon Brooks,Oregon,45,MEM,82,28.7,11.0,4.1,9.4,44.0,1.1,3.2,35.6,1.5,2.0,74.7,0.6,2.5,3.1,1.6,1.5,0.9,0.2,2.8,2.01,102.0,Guard-Forward,0,0,1,1,0
613,Sterling Brown,Southern Methodist,46,MIL,54,14.4,4.0,1.5,3.8,40.0,0.6,1.7,35.2,0.4,0.4,87.5,0.5,2.1,2.6,0.5,0.5,0.6,0.2,1.5,1.96,99.0,Guard-Forward,0,0,1,1,0
614,Sindarius Thornwell,South Carolina,48,LAC,73,15.8,3.9,1.4,3.2,42.9,0.3,0.8,37.7,0.8,1.2,67.0,0.5,1.5,1.9,0.9,0.7,0.7,0.3,1.7,1.93,98.0,Guard,0,0,0,1,0
615,Vlatko Cancar,KK Mega Leks (Serbia),49,DEN,14,3.2,1.2,0.4,1.1,40.0,0.1,0.4,16.7,0.3,0.3,100.0,0.4,0.4,0.7,0.2,0.2,0.1,0.1,0.5,2.03,107.0,Forward,0,0,1,0,0
616,Monte Morris,Iowa State,51,DEN,3,8.4,3.3,1.3,2.0,66.7,0.0,0.3,0.0,0.7,0.7,100.0,0.0,0.7,0.7,2.3,0.3,1.0,0.0,0.3,1.88,83.0,Guard,0,0,0,1,0
617,Edmond Sumner,Xavier,52,IND,1,2.2,2.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.93,89.0,Guard,0,0,0,1,0
618,Alec Peters,Valparaiso,54,PHX,20,11.2,4.1,1.4,3.7,37.8,0.9,2.9,31.0,0.4,0.5,80.0,0.4,1.5,1.9,0.6,0.2,0.1,0.1,0.7,2.06,107.0,Forward,0,0,1,0,0
619,Nigel Williams-Goss,Gonzaga,55,UTA,10,5.0,1.4,0.5,1.6,31.3,0.2,0.7,28.6,0.2,0.2,100.0,0.2,0.4,0.6,0.6,0.3,0.3,0.1,0.6,1.88,86.0,Guard,0,0,0,1,0
620,Jabari Bird,California,56,BOS,13,8.8,3.0,1.2,2.0,57.7,0.2,0.5,42.9,0.5,1.0,46.2,0.5,1.0,1.5,0.6,0.6,0.2,0.1,0.5,1.98,90.0,Guard,0,0,0,1,0
621,Jaron Blossomgame,Clemson,59,CLE,27,16.3,4.2,1.7,3.9,44.3,0.4,1.4,25.6,0.4,0.5,76.9,1.0,2.7,3.6,0.5,0.4,0.3,0.3,0.7,2.03,100.0,Forward,0,0,1,0,0
622,Deandre Ayton,Arizona,1,PHX,71,30.7,16.3,7.2,12.3,58.5,0.0,0.1,0.0,2.0,2.7,74.6,3.1,7.1,10.3,1.8,1.8,0.9,0.9,2.9,2.11,113.0,Center,0,1,0,0,0
623,Marvin Bagley III,Duke,2,SAC,62,25.3,14.9,5.7,11.4,50.4,0.5,1.5,31.3,2.9,4.2,69.1,2.6,5.0,7.6,1.0,1.6,0.5,1.0,1.9,2.11,107.0,Forward,0,0,1,0,0
624,Luka Doncic,Real Madrid Baloncesto (Spain),3,DAL,72,32.2,21.2,7.0,16.5,42.7,2.3,7.1,32.7,4.8,6.7,71.3,1.2,6.6,7.8,6.0,3.4,1.1,0.3,1.9,2.01,104.0,Forward-Guard,1,0,1,1,0
625,Jaren Jackson Jr.,Michigan State,4,MEM,58,26.1,13.8,5.1,10.2,50.6,0.9,2.4,35.9,2.6,3.4,76.6,1.3,3.4,4.7,1.1,1.7,0.9,1.4,3.8,2.11,110.0,Forward-Center,0,1,1,0,0
626,Trae Young,Oklahoma,5,ATL,81,30.9,19.1,6.5,15.5,41.8,1.9,6.0,32.4,4.2,5.1,82.9,0.8,2.9,3.7,8.1,3.8,0.9,0.2,1.7,1.85,74.0,Guard,0,0,0,1,0
627,Mo Bamba,Texas,6,ORL,47,16.3,6.2,2.5,5.2,48.1,0.4,1.5,30.0,0.8,1.3,58.7,1.4,3.6,5.0,0.8,0.9,0.3,1.4,2.2,2.13,105.0,Center,0,1,0,0,0
628,Wendell Carter Jr.,Duke,7,CHI,44,25.2,10.3,4.1,8.4,48.5,0.1,0.7,18.8,2.0,2.5,79.5,2.0,5.0,7.0,1.8,1.5,0.6,1.3,3.5,2.08,122.0,Center-Forward,0,1,1,0,0
629,Collin Sexton,Alabama,8,CLE,82,31.8,16.7,6.3,14.7,43.0,1.5,3.6,40.2,2.6,3.1,83.9,0.7,2.2,2.9,3.0,2.3,0.5,0.1,2.3,1.85,86.0,Guard,0,0,0,1,0
630,Kevin Knox II,Kentucky,9,NYK,75,28.8,12.8,4.5,12.2,37.0,1.7,4.9,34.3,2.2,3.0,71.7,0.8,3.7,4.5,1.1,1.5,0.6,0.3,2.3,2.01,98.0,Forward,0,0,1,0,0
631,Mikal Bridges,Villanova,10,PHX,82,29.5,8.3,3.0,6.9,43.0,1.3,3.8,33.5,1.2,1.4,80.5,0.7,2.5,3.2,2.1,0.9,1.6,0.5,2.5,1.98,95.0,Forward,0,0,1,0,0
632,Shai Gilgeous-Alexander,Kentucky,11,LAC,82,26.5,10.8,4.2,8.7,47.6,0.6,1.7,36.7,1.9,2.4,80.0,0.7,2.1,2.8,3.3,1.7,1.2,0.5,2.1,1.98,82.0,Guard,0,0,0,1,0
633,Miles Bridges,Michigan State,12,CHA,80,21.2,7.5,3.0,6.4,46.4,0.8,2.5,32.5,0.7,1.0,75.3,0.8,3.2,4.0,1.2,0.6,0.7,0.6,1.4,2.01,102.0,Forward,0,0,1,0,0
634,Michael Porter Jr.,Missouri,14,DEN,55,16.4,9.3,3.5,7.0,50.9,1.1,2.7,42.2,1.1,1.3,83.3,1.2,3.5,4.7,0.8,0.9,0.5,0.5,1.8,2.08,99.0,Forward,0,0,1,0,0
635,Troy Brown Jr.,Oregon,15,WAS,52,14.0,4.8,1.9,4.5,41.5,0.4,1.3,31.9,0.6,0.9,68.1,0.7,2.1,2.8,1.5,0.6,0.4,0.1,1.1,1.98,98.0,Guard-Forward,0,0,1,1,0
636,Zhaire Smith,Texas Tech,16,PHI,6,18.4,6.7,2.3,5.7,41.2,1.0,2.7,37.5,1.0,1.3,75.0,0.5,1.7,2.2,1.7,1.0,0.3,0.3,1.3,1.91,93.0,Guard,0,0,0,1,0
637,Donte DiVincenzo,Villanova,17,MIL,27,15.2,4.9,1.9,4.6,40.3,0.8,3.1,26.5,0.3,0.4,75.0,0.6,1.8,2.4,1.1,0.7,0.5,0.2,1.4,1.93,92.0,Guard,0,0,0,1,0
638,Lonnie Walker IV,Miami (FL),18,SAS,17,6.9,2.6,0.9,2.7,34.8,0.3,0.8,38.5,0.5,0.6,80.0,0.0,1.0,1.0,0.5,0.2,0.4,0.2,0.4,1.93,93.0,Guard-Forward,0,0,1,1,0
639,Kevin Huerter,Maryland,19,ATL,75,27.3,9.7,3.7,8.8,41.9,1.8,4.7,38.5,0.5,0.7,73.2,0.8,2.5,3.3,2.9,1.5,0.9,0.3,2.1,2.01,90.0,Guard-Forward,0,0,1,1,0
640,Josh Okogie,Georgia Tech,20,MIN,74,23.7,7.7,2.6,6.9,38.6,0.8,2.9,27.9,1.6,2.2,72.8,0.6,2.4,2.9,1.2,0.9,1.2,0.4,2.2,1.93,97.0,Guard,0,0,0,1,0
641,Grayson Allen,Duke,21,UTA,38,11.0,5.6,1.8,4.7,37.6,0.8,2.6,32.3,1.2,1.6,75.0,0.1,0.5,0.6,0.7,0.9,0.2,0.2,1.2,1.93,90.0,Guard,0,0,0,1,0
642,Chandler Hutchison,Boise State,22,CHI,44,20.3,5.2,2.2,4.8,45.9,0.3,1.1,28.0,0.5,0.9,60.5,0.7,3.5,4.2,0.8,0.6,0.5,0.1,1.3,1.98,95.0,Forward-Guard,0,0,1,1,0
643,Aaron Holiday,California-Los Angeles,23,IND,50,12.9,5.9,2.1,5.2,40.1,0.9,2.5,33.9,0.8,1.0,82.0,0.1,1.2,1.3,1.7,0.8,0.4,0.3,1.4,1.83,84.0,Guard,0,0,0,1,0
644,Anfernee Simons,IMG Academy,24,POR,20,7.0,3.8,1.4,3.2,44.4,0.5,1.5,34.5,0.5,0.8,56.3,0.2,0.5,0.7,0.7,0.6,0.1,0.0,0.5,1.91,82.0,Guard,0,0,0,1,0
645,Moritz Wagner,Michigan,25,LAL,43,10.4,4.8,1.7,4.0,41.5,0.5,1.8,28.6,1.0,1.2,81.1,0.4,1.6,2.0,0.6,0.9,0.3,0.3,1.3,2.11,111.0,Forward-Center,0,1,1,0,0
646,Landry Shamet,Wichita State,26,PHI,54,20.5,8.3,2.8,6.4,44.1,1.8,4.5,40.4,0.8,1.0,81.5,0.3,1.2,1.4,1.1,0.5,0.4,0.1,2.0,1.93,86.0,Guard,0,0,0,1,0
647,Robert Williams III,Texas A&M,27,BOS,32,8.8,2.5,1.1,1.6,70.6,0.0,0.0,0.0,0.3,0.5,60.0,0.8,1.7,2.5,0.2,0.3,0.3,1.3,1.1,2.06,108.0,Center-Forward,0,1,1,0,0
648,Jacob Evans,Cincinnati,28,GSW,30,6.8,1.3,0.6,1.8,34.0,0.1,0.5,26.7,0.0,0.0,0.0,0.2,0.6,0.8,0.8,0.4,0.2,0.1,0.9,1.93,95.0,Guard-Forward,0,0,1,1,0
649,Dzanan Musa,KK Cedevita (Croatia),29,BKN,9,4.4,2.1,1.0,2.4,40.9,0.1,1.1,10.0,0.0,0.2,0.0,0.1,0.4,0.6,0.2,0.4,0.2,0.0,0.1,2.06,98.0,Guard-Forward,0,0,1,1,0
650,Omari Spellman,Villanova,30,ATL,46,17.5,5.9,2.1,5.3,40.2,1.0,2.8,34.4,0.7,1.0,71.1,1.6,2.7,4.2,1.0,0.7,0.6,0.5,1.5,2.03,111.0,Forward,0,0,1,0,0
651,Elie Okobo,Elan Bearnais Pau-Orthez (France),31,PHX,53,18.1,5.7,2.2,5.5,39.3,0.7,2.5,29.5,0.7,0.9,78.7,0.2,1.6,1.8,2.4,1.3,0.6,0.1,2.1,1.91,86.0,Forward-Guard,0,0,1,1,0
652,Jevon Carter,West Virginia,32,MEM,39,14.8,4.4,1.4,4.7,30.3,0.9,2.6,33.3,0.7,0.8,81.3,0.4,1.3,1.7,1.8,0.8,0.7,0.3,1.4,1.85,91.0,Guard,0,0,0,1,0
653,Jalen Brunson,Villanova,33,DAL,73,21.8,9.3,3.6,7.7,46.7,0.9,2.5,34.8,1.2,1.6,72.5,0.3,2.0,2.3,3.2,1.2,0.5,0.1,1.7,1.85,86.0,Guard,0,0,0,1,0
654,Devonte' Graham,Kansas,34,CHA,46,14.7,4.7,1.6,4.7,34.3,0.7,2.6,28.1,0.8,1.0,76.1,0.2,1.2,1.4,2.6,0.7,0.5,0.0,1.0,1.85,88.0,Guard,0,0,0,1,0
655,Melvin Frazier,Tulane,35,ORL,10,4.4,1.5,0.7,2.1,33.3,0.0,0.6,0.0,0.1,0.4,25.0,0.3,0.2,0.5,0.1,0.1,0.1,0.0,0.6,1.96,98.0,Guard-Forward,0,0,1,1,0
656,Gary Trent Jr.,Duke,37,POR,15,7.4,2.7,1.1,3.3,32.0,0.3,1.4,23.8,0.2,0.5,42.9,0.1,0.7,0.7,0.3,0.3,0.1,0.1,0.3,1.96,95.0,Guard-Forward,0,0,1,1,0
657,Khyri Thomas,Creighton,38,DET,26,7.5,2.3,0.8,2.7,31.9,0.4,1.3,28.6,0.3,0.4,63.6,0.2,0.6,0.8,0.3,0.2,0.3,0.2,0.8,1.91,95.0,Guard,0,0,0,1,0
658,Isaac Bonga,Fraport Skyliners (Germany),39,LAL,22,5.5,0.9,0.2,1.5,15.2,0.0,0.4,0.0,0.4,0.7,60.0,0.4,0.7,1.1,0.7,0.3,0.4,0.2,0.4,2.03,82.0,Guard,0,0,0,1,0
659,Jarred Vanderbilt,Kentucky,41,DEN,17,4.1,1.4,0.5,1.1,47.4,0.0,0.1,0.0,0.4,0.6,60.0,0.4,0.9,1.4,0.2,0.5,0.4,0.1,0.5,2.06,97.0,Forward,0,0,1,0,0
660,Bruce Brown,Miami (FL),42,DET,74,19.6,4.3,1.7,4.2,39.8,0.3,1.3,25.8,0.6,0.8,75.0,0.6,1.9,2.5,1.2,0.6,0.5,0.5,2.4,1.93,92.0,Guard-Forward,0,0,1,1,0
661,Hamidou Diallo,Kentucky,45,OKC,51,10.3,3.7,1.5,3.2,45.5,0.1,0.5,16.7,0.7,1.2,61.0,0.7,1.2,1.9,0.3,0.5,0.4,0.2,1.5,1.96,92.0,Guard,0,0,0,1,0
662,De'Anthony Melton,Southern California,46,PHX,50,19.7,5.0,2.0,5.1,39.1,0.6,1.9,30.5,0.4,0.6,75.0,0.5,2.2,2.7,3.2,1.5,1.4,0.5,2.3,1.88,91.0,Guard,0,0,0,1,0
663,Svi Mykhailiuk,Kansas,47,LAL,39,10.8,3.3,1.1,3.4,33.3,0.7,2.2,31.8,0.3,0.5,60.0,0.2,0.7,0.9,0.8,0.5,0.3,0.0,0.6,2.01,93.0,Guard-Forward,0,0,1,1,0
664,Keita Bates-Diop,Ohio State,48,MIN,30,16.8,5.0,2.0,4.7,42.3,0.4,1.7,25.0,0.6,0.9,64.3,0.5,2.2,2.8,0.6,0.5,0.6,0.5,1.0,2.03,104.0,Forward,0,0,1,0,0
665,Chimezie Metu,Southern California,49,SAS,29,5.0,1.8,0.7,2.0,32.8,0.0,0.1,0.0,0.4,0.6,76.5,0.3,0.9,1.2,0.4,0.5,0.2,0.1,0.5,2.06,102.0,Forward-Center,0,1,1,0,0
666,Vince Edwards,Purdue,52,HOU,2,7.9,1.5,0.5,2.0,25.0,0.5,2.0,25.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.03,102.0,Forward,0,0,1,0,0
667,Devon Hall,Virginia,53,OKC,11,7.3,1.8,0.5,2.7,20.0,0.4,1.5,23.5,0.4,0.7,50.0,0.2,0.5,0.6,1.2,0.5,0.4,0.1,0.5,1.96,98.0,Guard,0,0,0,1,0
668,Shake Milton,Southern Methodist,54,PHI,20,13.4,4.4,1.7,4.4,39.1,0.7,2.2,31.8,0.3,0.4,71.4,0.5,1.3,1.8,0.9,0.3,0.4,0.4,1.5,1.96,93.0,Guard-Forward,0,0,1,1,0
669,Arnoldas Kulboka,Brose Bamberg (Germany),55,CHA,2,2.7,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.08,95.0,Forward,0,0,1,0,0
670,Kevin Hervey,Texas-Arlington,57,OKC,10,5.2,1.7,0.7,2.7,25.9,0.3,2.0,15.0,0.0,0.0,0.0,0.1,1.1,1.2,0.5,0.0,0.1,0.1,0.4,2.06,104.0,Forward,0,0,1,0,0
671,Thomas Welsh,California-Los Angeles,58,DEN,11,3.3,1.6,0.6,1.2,53.8,0.3,0.6,42.9,0.1,0.2,50.0,0.0,0.4,0.4,0.5,0.1,0.0,0.0,0.3,2.13,116.0,Center,0,1,0,0,0
672,Kostas Antetokounmpo,Dayton,60,DAL,2,5.3,1.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,2.08,91.0,Forward,0,0,1,0,0
673,Zion Williamson,Duke,1,NOP,24,27.8,22.5,8.8,15.0,58.3,0.3,0.6,42.9,4.8,7.4,64.0,2.7,3.6,6.3,2.1,2.5,0.7,0.4,1.8,1.98,129.0,Forward,0,0,1,0,0
674,Ja Morant,Murray State,2,MEM,67,31.0,17.8,6.7,14.0,47.7,0.9,2.7,33.5,3.6,4.6,77.6,0.8,3.1,3.9,7.3,3.3,0.9,0.3,1.6,1.91,79.0,Guard,1,0,0,1,0
675,RJ Barrett,Duke,3,NYK,56,30.4,14.3,5.2,13.0,40.2,1.1,3.5,32.0,2.8,4.5,61.4,0.9,4.1,5.0,2.6,2.2,1.0,0.3,2.2,1.98,97.0,Forward-Guard,0,0,1,1,0
676,De'Andre Hunter,Virginia,4,ATL,63,32.0,12.3,4.4,10.8,41.0,1.7,4.8,35.5,1.7,2.3,76.4,0.7,3.8,4.5,1.8,1.6,0.7,0.3,2.9,2.03,100.0,Forward-Guard,0,0,1,1,0
677,Darius Garland,Vanderbilt,5,CLE,59,30.9,12.3,4.7,11.8,40.1,1.8,5.0,35.5,1.1,1.2,87.5,0.5,1.4,1.9,3.9,2.6,0.7,0.1,1.6,1.85,87.0,Guard,0,0,0,1,0
678,Jarrett Culver,Texas Tech,6,MIN,63,23.9,9.2,3.7,9.0,40.4,1.0,3.5,29.9,0.9,1.9,46.2,1.1,2.3,3.4,1.7,1.3,0.9,0.6,2.0,1.98,88.0,Guard-Forward,0,0,1,1,0
