,PLAYER,ROOKIE,ROTY,FTM,AST,STL,OREB,GP,BLK,PF,ThreePA,FTPercent,ThreePPercent,GUARD,FORWARD,WEIGHT,HEIGHT,CENTER,YEAR,OVERALL PICK,FTRate,TSPercent
0,Kwame Brown,0,0,1.2,0.8,0.3,1.1,57.0,0.5,1.8,0.0,70.7,0.0,0,0,132.0,2.11,1,2001,1,0.3953488372093023,0.44052863436123346
1,Tyson Chandler,0,0,1.9,0.8,0.4,1.6,71.0,1.3,2.5,0.0,60.4,0.0,0,0,107.0,2.13,1,2001,2,0.7209302325581396,0.5283672585534863
2,Pau Gasol,0,1,4.1,2.7,0.5,2.9,82.0,2.1,2.4,0.1,70.9,20.0,0,1,113.0,2.13,1,2001,3,0.4461538461538461,0.5585528403681371
3,Jason Richardson,0,0,1.8,3.0,1.3,1.6,80.0,0.4,2.4,3.1,67.1,33.3,1,0,102.0,1.98,0,2001,5,0.1911764705882353,0.4853387259858443
4,Shane Battier,0,0,2.5,2.8,1.6,2.3,78.0,1.0,2.8,3.5,70.0,37.3,0,1,100.0,2.03,0,2001,6,0.2926829268292683,0.5139186295503212
5,DeSagana Diop,0,0,0.1,0.3,0.1,0.3,18.0,0.6,1.1,0.0,20.0,0.0,0,0,127.0,2.13,1,2001,8,0.18749999999999997,0.40172166427546624
6,Rodney White,0,0,0.8,0.8,0.6,0.1,16.0,0.1,0.4,0.6,85.7,22.2,0,1,104.0,2.06,0,2001,9,0.2368421052631579,0.41395623891188643
7,Vladimir Radmanovic,0,0,0.8,1.3,0.9,0.7,61.0,0.4,2.0,2.6,68.1,42.0,0,1,107.0,2.08,0,2001,12,0.20689655172413793,0.5259026687598116
8,Richard Jefferson,0,0,2.4,1.8,0.8,1.1,79.0,0.6,2.7,0.7,71.3,23.2,0,1,106.0,2.01,0,2001,13,0.4533333333333333,0.5156335710367526
9,Steven Hunter,0,0,1.0,0.1,0.1,0.8,53.0,0.8,1.5,0.0,58.5,0.0,0,0,109.0,2.13,1,2001,15,0.6428571428571429,0.4924760601915185
10,Kirk Haston,0,0,0.3,0.3,0.0,0.3,15.0,0.1,0.6,0.2,50.0,0.0,0,1,110.0,2.06,0,2001,16,0.1923076923076923,0.29955947136563876
11,Michael Bradley,0,0,0.2,0.1,0.0,0.3,26.0,0.2,0.4,0.1,50.0,0.0,0,1,111.0,2.08,0,2001,17,0.3,0.5251641137855579
12,Jason Collins,0,0,1.5,1.1,0.4,1.7,77.0,0.6,2.2,0.0,70.1,50.0,0,0,116.0,2.13,1,2001,18,0.5833333333333334,0.4893964110929853
13,Zach Randolph,0,0,0.4,0.3,0.2,0.7,41.0,0.1,0.7,0.0,66.7,0.0,0,1,113.0,2.06,0,2001,19,0.2692307692307692,0.47740835464620623
14,Brendan Haywood,0,0,1.6,0.5,0.3,2.3,62.0,1.5,2.5,0.0,60.6,0.0,0,0,119.0,2.13,1,2001,20,0.7222222222222222,0.5274043433298862
15,Joseph Forte,0,0,0.5,0.8,0.3,0.1,8.0,0.0,0.1,0.4,100.0,0.0,1,0,88.0,1.93,0,2001,21,0.3333333333333333,0.2302158273381295
16,Jeryl Sasser,0,0,0.6,0.3,0.4,0.4,7.0,0.0,0.4,0.0,80.0,0.0,1,0,91.0,1.98,0,2001,22,0.35,0.30010718113612
17,Brandon Armstrong,0,0,0.1,0.2,0.2,0.3,35.0,0.0,0.7,0.5,50.0,29.4,1,0,84.0,1.96,0,2001,23,0.125,0.35398230088495575
18,Gerald Wallace,0,0,0.4,0.5,0.4,0.9,54.0,0.1,0.9,0.1,50.0,0.0,0,1,100.0,2.01,0,2001,25,0.28125,0.44107512060647824
19,Tony Parker,0,0,1.4,4.3,1.2,0.4,77.0,0.1,2.2,2.5,67.5,32.3,1,0,84.0,1.88,0,2001,28,0.25301204819277107,0.4947566550147888
20,Trenton Hassell,0,0,1.1,2.2,0.7,0.8,78.0,0.6,2.4,2.1,76.3,36.4,1,1,103.0,1.96,0,2001,29,0.1851851851851852,0.4936170212765957
21,Gilbert Arenas,0,0,2.6,3.7,1.5,0.9,47.0,0.2,2.4,2.4,77.5,34.5,1,0,98.0,1.93,0,2001,30,0.41463414634146345,0.555272542027509
22,Omar Cook,0,0,0.0,1.4,0.6,0.2,17.0,0.0,0.8,0.1,0.0,0.0,1,0,86.0,1.85,0,2003,31,0.0,0.25
23,Brian Scalabrine,0,0,0.4,0.8,0.3,0.4,28.0,0.1,1.4,0.4,73.3,30.0,0,1,107.0,2.06,0,2001,34,0.20833333333333334,0.39810426540284366
24,Jeff Trepagnier,0,0,0.3,1.0,0.7,0.3,12.0,0.3,0.7,0.1,57.1,0.0,1,0,91.0,1.93,0,2001,35,0.3157894736842105,0.34324942791762014
25,Earl Watson,0,0,0.4,2.0,0.9,0.5,64.0,0.1,1.5,0.7,63.9,36.4,1,0,90.0,1.85,0,2001,39,0.18181818181818182,0.502092050209205
26,Bobby Simmons,0,0,0.7,0.6,0.4,0.8,30.0,0.2,1.0,0.5,73.3,28.6,0,1,107.0,1.98,0,2001,41,0.3125,0.5034013605442177
27,Loren Woods,0,0,0.7,0.4,0.3,0.8,60.0,0.6,1.0,0.0,73.3,0.0,0,0,118.0,2.18,1,2001,45,0.625,0.4337349397590361
28,Antonis Fotsis,0,0,0.6,0.4,0.3,0.9,28.0,0.4,0.8,0.8,85.0,30.4,0,1,99.0,2.08,0,2001,47,0.18918918918918917,0.48357098574085555
29,Ken Johnson,0,0,0.1,0.0,0.1,0.3,16.0,0.8,1.3,0.0,33.3,0.0,0,1,109.0,2.08,1,2002,48,0.1739130434782609,0.4016064257028113
30,Ruben Boumtje-Boumtje,0,0,0.4,0.1,0.1,0.6,33.0,0.5,1.2,0.0,52.0,0.0,0,0,117.0,2.13,1,2001,49,0.8,0.4347826086956522
31,Kenny Satterfield,0,0,1.0,3.0,0.9,0.5,36.0,0.0,1.2,0.8,78.3,25.9,1,0,77.0,1.88,0,2001,53,0.23636363636363636,0.4331834899877401
32,Alvin Jones,0,0,0.4,0.1,0.1,0.6,23.0,0.4,1.5,0.0,50.0,0.0,0,0,120.0,2.11,1,2001,56,1.0,0.4143126177024482
33,Yao Ming,0,0,3.7,1.7,0.4,2.4,82.0,1.8,2.8,0.0,81.1,50.0,0,0,141.0,2.29,1,2002,1,0.4591836734693877,0.5654450261780105
34,Jay Williams,0,0,1.4,4.7,1.1,0.4,75.0,0.2,2.4,2.7,64.0,32.2,1,0,88.0,1.88,0,2002,2,0.23076923076923078,0.47041346868036643
35,Mike Dunleavy,0,0,1.0,1.3,0.6,0.8,82.0,0.2,1.5,1.8,78.0,34.7,1,1,104.0,2.06,0,2002,3,0.23529411764705882,0.5026455026455027
36,Drew Gooden,0,0,1.8,1.2,0.7,2.1,51.0,0.4,2.4,0.9,69.7,30.4,0,1,113.0,2.08,0,2002,4,0.23008849557522124,0.4826485839648983
37,Nikoloz Tskitishvili,0,0,0.6,1.1,0.4,0.8,81.0,0.4,1.7,1.9,73.8,24.3,0,1,102.0,2.13,0,2002,5,0.16326530612244897,0.36931818181818177
38,Nene,0,0,2.5,1.9,1.6,2.6,80.0,0.8,3.7,0.0,57.8,0.0,0,1,113.0,2.11,1,2002,7,0.5584415584415584,0.5388760585065435
39,Chris Wilcox,0,0,0.5,0.5,0.2,0.7,46.0,0.3,1.4,0.0,50.0,0.0,0,1,107.0,2.08,1,2002,8,0.3666666666666667,0.525195173882186
40,Amar'e Stoudemire,0,1,3.9,1.0,0.8,3.0,82.0,1.1,3.3,0.1,66.1,20.0,0,1,111.0,2.08,1,2002,9,0.5841584158415842,0.5231544274365433
41,Caron Butler,0,0,4.0,2.7,1.8,1.7,78.0,0.4,2.9,1.4,82.4,31.8,0,1,103.0,2.01,0,2002,10,0.36363636363636365,0.49741602067183466
42,Jared Jeffries,0,0,0.8,0.8,0.4,1.3,20.0,0.3,1.4,0.3,55.2,50.0,0,1,109.0,2.11,0,2002,11,0.46875,0.5111821086261981
43,Melvin Ely,0,0,1.0,0.3,0.2,1.2,52.0,0.6,1.8,0.0,70.3,0.0,0,1,118.0,2.08,1,2002,12,0.38888888888888884,0.5275498241500587
44,Fred Jones,0,0,0.2,0.3,0.3,0.2,19.0,0.1,0.7,0.4,75.0,28.6,1,0,102.0,1.88,0,2002,14,0.15384615384615385,0.4301075268817204
45,Bostjan Nachbar,0,0,0.4,0.2,0.1,0.2,14.0,0.1,0.9,0.7,50.0,20.0,0,1,100.0,2.06,0,2002,15,0.3181818181818181,0.4146100691016782
46,Jiri Welsch,0,0,0.6,0.7,0.2,0.3,37.0,0.1,0.9,0.1,75.9,25.0,0,1,94.0,2.01,0,2002,16,0.4,0.33613445378151263
47,Juan Dixon,0,0,0.9,1.0,0.6,0.3,42.0,0.1,1.3,2.0,80.4,29.8,1,0,75.0,1.91,0,2002,17,0.16923076923076924,0.4556781772872909
48,Curtis Borchardt,0,0,0.9,0.9,0.3,0.8,16.0,0.9,2.5,0.1,77.8,0.0,0,0,110.0,2.13,1,2003,18,0.31428571428571433,0.44748290863890616
49,Qyntel Woods,0,0,0.1,0.2,0.3,0.3,53.0,0.0,0.7,0.2,35.0,33.3,1,1,100.0,2.03,0,2002,21,0.18181818181818182,0.502092050209205
50,Casey Jacobsen,0,0,1.0,1.0,0.5,0.4,72.0,0.1,1.3,2.3,68.6,31.5,1,0,98.0,1.98,0,2002,22,0.3333333333333333,0.48920863309352514
51,Tayshaun Prince,0,0,0.3,0.6,0.2,0.1,42.0,0.3,0.6,1.1,64.7,42.6,0,1,96.0,2.06,0,2002,23,0.14285714285714288,0.5518394648829431
52,Nenad Krstic,0,0,2.5,1.0,0.4,2.1,75.0,0.8,3.7,0.0,72.5,0.0,0,0,109.0,2.13,1,2004,24,0.4473684210526316,0.5425935973955507
53,Frank Williams,0,0,0.2,1.6,0.3,0.1,21.0,0.1,1.0,0.8,66.7,37.5,1,0,96.0,1.91,0,2002,25,0.18749999999999997,0.3730272596843615
54,Chris Jefferies,0,0,0.6,0.4,0.4,0.3,51.0,0.3,1.1,1.1,67.4,33.3,0,1,104.0,2.03,0,2002,27,0.2105263157894737,0.46650717703349287
55,Dan Dickau,0,0,0.4,1.7,0.3,0.2,50.0,0.0,1.3,1.2,80.8,36.1,1,0,82.0,1.83,0,2002,28,0.14705882352941177,0.5085910652920963
56,Robert Archibald,0,0,0.6,0.3,0.0,0.5,12.0,0.3,0.8,0.0,38.9,0.0,0,1,113.0,2.11,0,2002,31,0.8823529411764706,0.3316062176165804
57,Vincent Yarbrough,0,0,0.8,2.2,1.0,0.6,59.0,0.6,2.5,1.3,79.0,26.9,0,1,95.0,2.01,0,2002,32,0.15068493150684933,0.4410354745925216
58,Dan Gadzuric,0,0,0.6,0.2,0.4,1.3,49.0,1.1,2.6,0.0,51.8,0.0,0,0,109.0,2.11,1,2002,33,0.3666666666666667,0.48261178140525196
59,Carlos Boozer,0,0,1.8,1.3,0.7,2.5,81.0,0.6,2.8,0.0,77.1,0.0,0,1,117.0,2.06,0,2002,34,0.3157894736842105,0.5720823798627002
60,Tito Maddox,0,0,0.6,0.6,0.3,0.1,9.0,0.1,0.4,0.3,62.5,0.0,1,0,86.0,1.93,0,2002,37,0.6923076923076923,0.3473227206946454
61,Mario Kasun,0,0,0.5,0.2,0.2,1.2,45.0,0.3,1.9,0.0,55.8,0.0,0,0,118.0,2.16,1,2004,40,0.45454545454545453,0.4859813084112149
62,Flip Murray,0,0,0.4,0.3,0.3,0.0,12.0,0.0,0.0,0.3,62.5,0.0,1,0,91.0,1.91,0,2002,41,0.3181818181818181,0.37512339585389926
63,Lonny Baxter,0,0,1.3,0.3,0.2,1.2,55.0,0.4,2.5,0.0,68.0,0.0,0,1,118.0,2.03,0,2002,43,0.5135135135135135,0.5214557305812059
64,Matt Barnes,0,0,1.1,1.3,0.7,1.4,38.0,0.1,2.0,0.3,70.5,15.4,0,1,103.0,2.01,0,2003,45,0.4444444444444445,0.5160550458715596
65,Jamal Sampson,0,0,0.0,0.2,0.2,0.2,5.0,0.0,0.0,0.0,0.0,0.0,0,1,107.0,2.11,1,2002,46,0.0,0.0
66,Chris Owens,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,111.0,2.01,0,2002,47,0.0,0.6666666666666666
67,Darius Songaila,0,0,1.0,0.7,0.6,1.2,73.0,0.2,1.7,0.0,80.7,0.0,0,1,112.0,2.06,0,2003,49,0.3243243243243243,0.5386416861826697
68,LeBron James,0,1,4.4,5.9,1.6,1.3,79.0,0.7,1.9,2.7,75.4,29.0,0,1,113.0,2.06,0,2003,1,0.3068783068783069,0.4825675363657354
69,Carmelo Anthony,0,0,5.0,2.8,1.2,2.2,82.0,0.5,2.7,2.6,77.7,32.2,0,1,108.0,2.01,0,2003,3,0.35754189944134085,0.5014326647564471
70,Chris Bosh,0,0,2.7,1.0,0.8,2.5,75.0,1.4,2.9,0.2,70.1,35.7,0,1,107.0,2.11,0,2003,4,0.39999999999999997,0.508624502432552
71,Dwyane Wade,0,0,3.8,4.5,1.4,1.4,61.0,0.6,2.3,0.9,74.7,30.2,1,0,100.0,1.93,0,2003,5,0.3893129770992366,0.5218231599291351
72,Chris Kaman,0,0,1.2,1.0,0.3,1.5,82.0,0.9,2.6,0.0,69.7,0.0,0,0,120.0,2.13,1,2003,6,0.32075471698113206,0.4993860008186656
73,Kirk Hinrich,0,0,1.8,6.8,1.3,0.6,76.0,0.3,3.6,4.9,80.4,39.0,1,0,86.0,1.93,0,2003,7,0.20370370370370372,0.5065428450823132
74,Michael Sweetney,0,0,1.0,0.3,0.4,1.6,42.0,0.3,1.4,0.0,72.4,0.0,0,1,122.0,2.03,0,2003,9,0.42424242424242425,0.5422446406052963
75,Jarvis Hayes,0,0,1.1,1.5,1.0,1.0,70.0,0.2,2.2,1.9,78.6,30.5,0,1,103.0,2.03,0,2003,10,0.1414141414141414,0.45433033601514433
76,Mickael Pietrus,0,0,1.0,0.5,0.6,0.9,53.0,0.2,1.9,2.0,69.3,33.3,0,1,98.0,1.98,0,2003,11,0.3181818181818181,0.5231984205330701
77,Nick Collison,0,0,1.0,0.4,0.4,1.9,82.0,0.6,3.1,0.0,70.3,0.0,0,1,116.0,2.08,1,2004,12,0.3255813953488372,0.5639476334340382
78,Marcus Banks,0,0,1.2,2.2,1.1,0.4,81.0,0.2,2.1,1.1,75.6,31.4,1,0,93.0,1.88,0,2003,13,0.29090909090909095,0.47124600638977643
79,Luke Ridnour,0,0,0.9,2.4,0.8,0.5,69.0,0.1,1.5,1.2,82.3,33.8,1,0,79.0,1.88,0,2003,14,0.21568627450980396,0.48910626945309027
80,Troy Bell,0,0,0.5,0.7,0.2,0.5,6.0,0.0,1.0,0.7,100.0,0.0,1,0,82.0,1.85,0,2003,16,0.16666666666666666,0.277992277992278
81,Zarko Cabarkapa,0,0,0.7,0.8,0.2,0.5,49.0,0.3,1.5,0.7,66.0,18.8,0,1,104.0,2.11,1,2003,17,0.275,0.4532891100055279
82,David West,0,0,0.8,0.8,0.4,1.6,71.0,0.4,1.6,0.0,71.3,0.0,0,1,113.0,2.06,0,2003,18,0.34375,0.5104096709200805
83,Sasha Pavlovic,0,0,0.8,0.8,0.5,0.6,79.0,0.2,2.4,0.9,77.4,27.1,1,1,107.0,2.01,0,2003,19,0.22916666666666669,0.45091592296852984
84,Dahntay Jones,0,0,0.3,0.6,0.3,0.4,20.0,0.3,1.2,0.2,45.5,25.0,1,1,102.0,1.98,0,2003,20,0.2222222222222222,0.3015075376884422
85,Boris Diaw,0,0,0.7,2.4,0.8,1.5,76.0,0.5,2.5,0.3,60.2,23.1,0,1,113.0,2.03,1,2003,21,0.29268292682926833,0.48179871520342615
86,Travis Outlaw,0,0,0.3,0.1,0.1,0.3,8.0,0.0,0.1,0.0,50.0,0.0,0,1,94.0,2.06,0,2003,23,0.5555555555555556,0.43956043956043955
87,Brian Cook,0,0,0.6,0.6,0.5,0.9,35.0,0.5,1.8,0.1,75.0,0.0,0,1,113.0,2.06,1,2003,24,0.2,0.5022831050228311
88,Carlos Delfino,0,0,0.8,1.3,0.7,0.4,30.0,0.2,1.5,1.2,57.5,25.7,1,1,104.0,1.98,0,2004,25,0.33333333333333337,0.4316546762589928
89,Ndudi Ebi,0,0,0.1,0.2,0.0,0.1,17.0,0.2,0.4,0.0,25.0,0.0,0,1,88.0,2.06,0,2003,26,0.25,0.446927374301676
90,Kendrick Perkins,0,0,0.6,0.3,0.0,0.5,10.0,0.2,0.6,0.0,66.7,0.0,0,0,122.0,2.08,1,2003,27,0.6,0.5706874189364463
91,Leandro Barbosa,0,0,0.7,2.4,1.3,0.3,70.0,0.1,2.6,3.0,77.0,39.5,1,0,88.0,1.91,0,2003,28,0.13432835820895522,0.554191511750263
92,Maciej Lampe,0,0,0.5,0.4,0.1,0.4,21.0,0.1,1.3,0.2,76.9,0.0,0,1,125.0,2.11,0,2003,30,0.14285714285714285,0.5128205128205128
93,Luke Walton,0,0,0.4,1.6,0.4,0.5,72.0,0.1,1.0,0.5,70.5,33.3,0,1,107.0,2.03,0,2003,32,0.2857142857142857,0.5031446540880502
94,Travis Hansen,0,0,0.5,0.5,0.2,0.7,41.0,0.2,1.6,0.7,81.5,30.0,1,1,93.0,1.98,0,2003,37,0.21874999999999997,0.4246284501061571
95,Steve Blake,0,0,0.7,2.8,0.8,0.2,75.0,0.1,1.3,2.7,82.1,37.1,1,0,78.0,1.91,0,2003,38,0.16666666666666666,0.5062205062205062
96,Willie Green,0,0,1.1,1.0,0.5,0.3,53.0,0.1,1.6,1.2,72.8,31.1,1,0,93.0,1.91,0,2003,41,0.22388059701492538,0.46543001686340646
97,Zaza Pachulia,0,0,1.0,0.2,0.4,1.2,59.0,0.2,1.5,0.0,64.4,0.0,0,0,122.0,2.11,1,2003,42,0.5,0.4444444444444444
98,Keith Bogans,0,0,0.9,1.3,0.6,1.5,73.0,0.1,1.8,2.6,63.1,35.8,1,1,98.0,1.96,0,2003,43,0.2258064516129032,0.49526584122359796
99,Matt Bonner,0,0,0.7,0.6,0.5,1.3,82.0,0.2,2.7,1.1,78.9,42.4,0,1,107.0,2.08,1,2004,45,0.16071428571428573,0.5972625466611365
100,Mo Williams,0,0,0.8,1.3,0.5,0.4,57.0,0.0,1.5,0.7,78.6,25.6,1,0,90.0,1.85,0,2003,47,0.18867924528301888,0.43290043290043295
101,James Jones,0,0,0.3,0.0,0.2,0.0,6.0,0.0,0.2,0.7,100.0,25.0,1,1,99.0,2.03,0,2003,49,0.19999999999999998,0.365296803652968
102,Kyle Korver,0,0,0.3,0.5,0.3,0.4,74.0,0.1,1.4,2.8,79.2,39.1,1,1,96.0,2.01,0,2003,51,0.06818181818181818,0.49532195927352773
103,Brandon Hunter,0,0,0.5,0.5,0.4,1.4,36.0,0.0,1.1,0.1,44.2,0.0,0,1,121.0,2.01,0,2003,56,0.37499999999999994,0.46419098143236076
104,Dwight Howard,0,0,3.4,0.9,0.9,3.5,82.0,1.7,2.8,0.0,67.1,0.0,0,1,120.0,2.08,1,2004,1,0.6024096385542168,0.5620608899297423
105,Emeka Okafor,0,1,2.9,0.9,0.8,3.8,73.0,1.7,2.9,0.0,60.9,0.0,0,0,116.0,2.08,1,2004,2,0.34306569343065696,0.47387415659814847
106,Ben Gordon,0,0,2.8,2.0,0.6,0.7,82.0,0.1,2.7,4.0,86.3,40.5,1,0,93.0,1.91,0,2004,3,0.25581395348837205,0.5218593398997753
107,Shaun Livingston,0,0,1.5,5.0,1.1,0.7,30.0,0.4,2.7,0.1,74.6,0.0,1,0,87.0,2.01,0,2004,4,0.2777777777777778,0.4539877300613497
108,Devin Harris,0,0,1.0,2.2,1.0,0.4,76.0,0.3,1.8,1.7,75.7,33.6,1,0,84.0,1.91,0,2004,5,0.2916666666666667,0.5215004574565416
109,Luol Deng,0,0,2.0,2.2,0.8,1.5,61.0,0.4,1.6,1.9,74.1,26.5,0,1,108.0,2.06,0,2004,7,0.25471698113207547,0.49232063959604455
110,Rafael Araujo,0,0,0.7,0.3,0.4,1.0,59.0,0.1,2.7,0.1,78.2,33.3,0,0,122.0,2.11,1,2004,8,0.3,0.48140043763676144
111,Andre Iguodala,0,0,1.9,3.0,1.7,1.1,82.0,0.6,2.5,1.7,74.3,33.1,1,1,98.0,1.98,0,2004,9,0.3880597014925373,0.5671077504725898
112,Robert Swift,0,0,0.3,0.1,0.1,0.1,16.0,0.4,1.0,0.0,55.6,0.0,0,0,122.0,2.16,1,2004,12,0.8571428571428572,0.4568527918781727
113,Kris Humphries,0,0,0.7,0.6,0.4,1.1,67.0,0.3,1.4,0.1,43.6,33.3,0,1,107.0,2.06,0,2004,14,0.3488372093023256,0.4089775561097257
114,Al Jefferson,0,0,1.2,0.3,0.3,1.7,71.0,0.8,2.7,0.0,63.0,0.0,0,0,127.0,2.08,1,2004,15,0.36538461538461536,0.5489553461696026
115,Kirk Snyder,0,0,0.9,0.5,0.4,0.7,68.0,0.3,1.7,1.3,66.7,35.3,1,1,102.0,1.98,0,2004,16,0.2916666666666667,0.4574565416285453
116,JR Smith,0,0,1.5,1.9,0.7,0.5,76.0,0.1,1.8,3.7,68.9,28.8,1,0,100.0,1.98,0,2004,18,0.21428571428571427,0.476962259782357
117,Dorell Wright,0,0,0.3,1.0,1.3,0.0,3.0,0.0,0.7,1.3,100.0,0.0,1,1,93.0,2.06,0,2004,19,0.08108108108108107,0.29928432010409883
118,Jameer Nelson,0,0,0.9,3.0,1.0,0.7,79.0,0.0,2.5,1.8,68.2,31.2,1,0,86.0,1.83,0,2004,20,0.1772151898734177,0.5078809106830122
119,Delonte West,0,0,0.5,1.4,0.5,0.4,39.0,0.2,1.8,1.7,70.4,35.8,1,0,82.0,1.91,0,2004,24,0.175,0.51933064050779
120,Kevin Martin,0,0,0.8,0.5,0.4,0.6,45.0,0.1,0.8,0.6,65.5,20.0,1,0,90.0,2.01,0,2004,26,0.4615384615384615,0.45741324921135645
121,Sasha Vujacic,0,0,0.5,1.5,0.3,0.4,35.0,0.1,1.2,1.8,94.7,27.0,1,0,88.0,2.01,0,2004,27,0.15151515151515152,0.4098939929328622
122,Beno Udrih,0,0,0.8,1.9,0.5,0.2,80.0,0.1,1.2,1.8,75.3,40.8,1,0,93.0,1.91,0,2004,28,0.22448979591836735,0.5440295066851083
123,Lionel Chalmers,0,0,0.4,1.4,0.4,0.1,36.0,0.0,0.8,1.4,62.5,24.5,1,0,82.0,1.83,0,2004,33,0.19999999999999998,0.40443574690150036
124,Donta Smith,0,0,0.9,1.0,0.6,0.5,38.0,0.1,1.3,0.6,68.8,27.3,1,0,98.0,2.01,0,2004,34,0.43333333333333335,0.4561161022805805
125,Antonio Burks,0,0,0.6,1.2,0.5,0.0,24.0,0.0,1.0,0.5,73.7,27.3,1,0,88.0,1.83,0,2004,36,0.32,0.5208333333333334
126,Chris Duhon,0,0,0.6,4.9,1.0,0.3,82.0,0.0,2.5,3.2,73.1,35.5,1,0,86.0,1.85,0,2004,38,0.13333333333333333,0.46238244514106586
127,Bernard Robinson,0,0,0.6,1.0,0.4,0.5,31.0,0.1,1.4,0.3,69.2,37.5,1,1,95.0,1.98,0,2004,45,0.3076923076923077,0.5033557046979866
128,Ha Ha,0,0,0.3,0.1,0.1,0.3,19.0,0.3,1.1,0.0,54.5,0.0,0,0,138.0,2.21,1,2004,46,0.5,0.4713804713804714
129,Pape Sow,0,0,0.6,0.1,0.4,0.7,27.0,0.1,1.7,0.0,59.3,0.0,0,1,113.0,2.08,0,2004,47,0.47619047619047616,0.44660194174757273
130,Vassilis Spanoulis,0,0,1.1,0.9,0.2,0.2,31.0,0.0,1.1,0.9,81.0,17.2,1,0,88.0,1.93,0,2006,50,0.6086956521739131,0.4553119730185498
131,Luis Flores,0,0,0.1,0.7,0.1,0.0,15.0,0.0,0.6,0.6,100.0,44.4,1,0,88.0,1.88,0,2004,55,0.05555555555555556,0.5683355886332883
132,Andrew Bogut,0,0,1.5,2.3,0.6,2.3,82.0,0.8,3.2,0.0,62.9,0.0,0,0,118.0,2.13,1,2005,1,0.3243243243243243,0.550351288056206
133,Marvin Williams,0,0,2.4,0.8,0.6,1.5,79.0,0.3,2.9,0.7,74.7,24.5,0,1,108.0,2.03,0,2005,2,0.47761194029850745,0.5170316301703163
134,Deron Williams,0,0,1.2,4.5,0.8,0.4,80.0,0.2,2.9,2.7,70.4,41.6,1,0,91.0,1.91,0,2005,3,0.16831683168316833,0.4950721980288793
135,Chris Paul,0,1,5.1,7.8,2.2,0.8,78.0,0.1,2.8,2.3,84.7,28.2,1,0,79.0,1.83,0,2005,4,0.49586776859504134,0.5384615384615385
136,Raymond Felton,0,0,2.0,5.6,1.3,1.0,80.0,0.1,2.3,3.4,72.5,35.8,1,0,93.0,1.85,0,2005,5,0.2545454545454545,0.48256285482562855
137,Martell Webster,0,0,1.0,0.6,0.3,0.5,61.0,0.2,1.5,3.0,85.9,35.7,1,1,104.0,2.01,0,2005,6,0.21052631578947367,0.5263157894736842
138,Charlie Villanueva,0,0,1.4,1.1,0.7,2.2,81.0,0.8,3.0,2.6,70.6,32.7,0,1,105.0,2.11,0,2005,7,0.1724137931034483,0.5179282868525897
139,Channing Frye,0,0,2.9,0.8,0.5,2.1,65.0,0.7,3.1,0.1,82.5,33.3,0,1,116.0,2.13,1,2005,8,0.3571428571428571,0.5365321701199564
140,Andrew Bynum,0,0,0.2,0.2,0.1,0.7,46.0,0.5,1.2,0.0,29.6,0.0,0,0,129.0,2.13,1,2005,10,0.3333333333333333,0.38369304556354916
141,Yaroslav Korolev,0,0,0.3,0.4,0.1,0.2,24.0,0.0,0.5,0.3,70.0,28.6,0,1,92.0,2.06,0,2005,12,0.3076923076923077,0.3691275167785235
142,Sean May,0,0,2.1,1.0,0.7,1.8,23.0,0.5,2.5,0.2,76.6,0.0,0,1,121.0,2.06,1,2005,13,0.37837837837837834,0.4696449026345933
143,Rashad McCants,0,0,1.0,0.8,0.6,0.4,79.0,0.3,2.2,2.3,73.6,37.2,1,0,98.0,1.93,0,2005,14,0.1911764705882353,0.5325244354566904
144,Joey Graham,0,0,1.4,0.8,0.5,0.7,80.0,0.2,2.9,1.1,81.2,33.3,0,1,104.0,2.01,0,2005,16,0.3269230769230769,0.5576362879733666
145,Danny Granger,0,0,1.5,1.2,0.7,1.7,78.0,0.8,2.7,1.2,77.7,32.3,1,1,101.0,2.06,0,2005,17,0.3114754098360656,0.5355230274901821
146,Gerald Green,0,0,0.9,0.6,0.4,0.3,32.0,0.1,1.3,0.6,78.4,30.0,1,1,93.0,2.01,0,2005,18,0.27906976744186046,0.5338809034907598
147,Jarrett Jack,0,0,1.6,2.8,0.5,0.2,79.0,0.0,1.7,1.0,80.0,26.3,1,0,91.0,1.91,0,2005,22,0.37037037037037035,0.5275590551181102
148,Johan Petro,0,0,0.7,0.2,0.4,1.6,68.0,0.8,3.1,0.0,62.7,0.0,0,0,112.0,2.13,1,2005,25,0.25,0.5281868969019807
149,Jason Maxiell,0,0,0.5,0.1,0.2,0.5,26.0,0.2,0.5,0.0,33.3,0.0,0,1,118.0,2.01,0,2005,26,0.7619047619047619,0.402097902097902
150,Linas Kleiza,0,0,0.9,0.2,0.2,0.6,61.0,0.2,1.4,0.2,70.4,15.4,0,1,106.0,2.03,0,2005,27,0.46428571428571436,0.5120702267739576
151,Ian Mahinmi,0,0,1.5,0.2,0.0,0.0,6.0,0.7,0.7,0.0,100.0,0.0,0,0,119.0,2.11,1,2007,28,0.75,0.6451612903225806
152,Wayne Simien,0,0,0.7,0.2,0.3,0.9,43.0,0.0,1.6,0.0,88.2,0.0,0,1,113.0,2.06,0,2005,29,0.28571428571428575,0.5345911949685535
