,Unnamed: 0,PLAYER,AFFILIATION,OVERALL PICK,YEAR,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,HEIGHT,WEIGHT,POSITION,ROTY,CENTER,FORWARD,GUARD
1109,1109,Alen Smailagic,Santa Cruz (G League),39,2019-20,GSW,14,9.9,4.2,1.4,2.9,50.0,0.2,0.9,23.1,1.1,1.4,84.2,0.7,1.2,1.9,0.9,0.8,0.2,0.3,1.0,8.6,0.0,0.0,-0.6,2.08,98.0,Forward,0,0,1,0
1110,1110,Justin James,Wyoming,40,2019-20,SAC,36,6.5,2.5,1.0,2.3,41.7,0.3,0.8,31.0,0.3,0.6,47.6,0.2,0.7,0.9,0.5,0.2,0.2,0.3,0.5,5.3,0.0,0.0,-0.7,2.01,86.0,Guard-Forward,0,0,1,1
1111,1111,Eric Paschall,Villanova,41,2019-20,GSW,60,27.6,14.0,5.3,10.7,49.7,0.6,2.2,28.7,2.7,3.5,77.4,1.4,3.2,4.6,2.1,1.6,0.5,0.2,2.1,23.3,4.0,0.0,-6.3,1.98,116.0,Forward,0,0,1,0
1112,1112,Admiral Schofield,Tennessee,42,2019-20,WAS,33,11.2,3.0,1.1,2.8,38.0,0.6,1.8,31.1,0.3,0.5,66.7,0.2,1.2,1.4,0.5,0.2,0.2,0.1,1.5,6.3,0.0,0.0,-1.7,1.96,109.0,Forward,0,0,1,0
1113,1113,Jaylen Nowell,Washington,43,2019-20,MIN,15,10.1,3.8,1.3,3.5,35.8,0.2,1.7,11.5,1.1,1.1,94.1,0.2,0.7,0.9,1.3,0.2,0.2,0.1,0.7,7.3,0.0,0.0,0.7,1.93,91.0,Guard,0,0,0,1
1114,1114,Bol Bol,Oregon,44,2019-20,DEN,7,12.4,5.7,2.0,4.0,50.0,0.6,1.3,44.4,1.1,1.4,80.0,0.7,2.0,2.7,0.9,1.4,0.3,0.9,1.6,12.3,0.0,0.0,-3.0,2.18,100.0,Center-Forward,0,1,1,0
1115,1115,Isaiah Roby,Nebraska,45,2019-20,OKC,3,3.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.3,0.5,0.0,0.0,-1.3,2.03,104.0,Forward,0,0,1,0
1116,1116,Talen Horton-Tucker,Iowa State,46,2019-20,LAL,6,13.5,5.7,2.3,5.0,46.7,0.7,2.2,30.8,0.3,0.7,50.0,0.3,0.8,1.2,1.0,1.0,1.3,0.2,1.7,12.1,0.0,0.0,-3.0,1.93,106.0,Guard,0,0,0,1
1117,1117,Ignas Brazdeikis,Michigan,47,2019-20,NYK,9,5.9,1.9,0.7,2.4,27.3,0.1,1.0,11.1,0.4,0.6,80.0,0.2,0.3,0.6,0.4,0.2,0.0,0.1,0.3,3.3,0.0,0.0,-1.3,1.98,100.0,Forward,0,0,1,0
1118,1118,Terance Mann,Florida State,48,2019-20,LAC,41,8.8,2.4,0.9,1.9,46.8,0.2,0.5,35.0,0.4,0.7,66.7,0.2,1.1,1.3,1.3,0.4,0.3,0.1,1.1,6.7,1.0,0.0,-0.1,1.96,98.0,Guard-Forward,0,0,1,1
1119,1119,Quinndary Weatherspoon,Mississippi State,49,2019-20,SAS,11,7.1,1.1,0.5,1.5,29.4,0.1,0.5,20.0,0.1,0.2,50.0,0.1,0.5,0.6,1.0,0.5,0.3,0.1,0.7,4.0,0.0,0.0,-2.1,1.91,93.0,Guard,0,0,0,1
1120,1120,Jarrell Brantley,College of Charleston,50,2019-20,UTA,9,10.7,2.7,1.1,3.1,35.7,0.3,1.4,23.1,0.1,0.2,50.0,0.2,2.0,2.2,1.2,0.8,0.3,0.6,0.8,9.1,0.0,0.0,-4.1,1.96,113.0,Forward,0,0,1,0
1121,1121,Tremont Waters,Louisiana State,51,2019-20,BOS,11,10.8,3.6,1.3,4.5,28.6,0.4,2.2,16.7,0.7,0.7,100.0,0.0,1.1,1.1,1.5,1.4,0.9,0.2,1.2,9.0,0.0,0.0,1.8,1.78,79.0,Guard,0,0,0,1
1122,1122,Jalen McDaniels,San Diego,52,2019-20,CHA,16,18.3,5.6,2.1,4.4,47.1,0.6,1.5,37.5,0.9,1.1,82.4,0.9,3.1,4.1,0.8,0.7,0.5,0.2,2.3,13.0,0.0,0.0,-1.4,2.06,93.0,Forward-Center,0,1,1,0
1123,1123,Justin Wright-Foreman,Hofstra,53,2019-20,UTA,4,11.3,4.8,1.8,5.0,35.0,0.5,2.5,20.0,0.8,1.0,75.0,0.0,1.3,1.3,1.8,0.8,0.5,0.0,1.3,9.6,0.0,0.0,-7.5,1.83,86.0,Guard,0,0,0,1
1124,1124,Marial Shayok,Virginia,54,2019-20,PHI,4,7.0,2.8,0.8,3.0,25.0,0.5,1.5,33.3,0.8,1.0,75.0,0.3,1.5,1.8,0.3,0.8,0.0,0.3,1.0,5.2,0.0,0.0,-3.3,1.96,90.0,Guard-Forward,0,0,1,1
1129,1129,Dewan Hernandez,Miami (FL),59,2019-20,TOR,6,4.7,2.3,0.8,2.3,35.7,0.2,0.3,50.0,0.5,0.8,60.0,0.8,1.5,2.3,0.5,0.5,0.2,0.0,1.0,5.9,0.0,0.0,1.8,2.08,107.0,Center-Forward,0,1,1,0
1131,1131,Anthony Edwards,Georgia,1,2020-21,MIN,72,32.1,19.3,7.0,16.8,41.7,2.4,7.2,32.9,2.9,3.8,77.6,0.8,3.8,4.7,2.9,2.2,1.1,0.5,1.8,32.0,3.0,0.0,-3.2,1.93,102.0,Guard,0,0,0,1
1132,1132,James Wiseman,Memphis,2,2020-21,GSW,39,21.4,11.5,4.9,9.4,51.9,0.3,1.0,31.6,1.4,2.2,62.8,1.4,4.4,5.8,0.7,1.5,0.3,0.9,3.1,21.5,3.0,0.0,-4.7,2.13,109.0,Center,0,1,0,0
1133,1133,LaMelo Ball,Illawarra (Australia),3,2020-21,CHA,51,28.8,15.7,5.7,13.2,43.6,1.8,5.1,35.2,2.5,3.2,75.8,1.2,4.7,5.9,6.1,2.8,1.6,0.4,2.7,35.0,7.0,1.0,-1.6,2.01,82.0,Guard,1,0,0,1
1134,1134,Patrick Williams,Florida State,4,2020-21,CHI,71,27.9,9.2,3.6,7.4,48.3,0.8,1.9,39.1,1.3,1.8,72.8,0.9,3.7,4.6,1.4,1.4,0.9,0.6,1.8,20.1,3.0,0.0,-4.1,2.01,98.0,Forward,0,0,1,0
1135,1135,Isaac Okoro,Auburn,5,2020-21,CLE,67,32.4,9.6,3.5,8.3,42.0,0.9,3.2,29.0,1.7,2.3,72.6,1.0,2.1,3.1,1.9,1.3,0.9,0.4,2.8,18.8,1.0,0.0,-6.1,1.96,102.0,Forward-Guard,0,0,1,1
1136,1136,Onyeka Okongwu,Southern California,6,2020-21,ATL,50,12.0,4.6,1.9,3.0,64.4,0.0,0.1,0.0,0.7,1.1,63.2,1.2,2.0,3.3,0.4,0.6,0.5,0.7,2.0,11.8,2.0,0.0,-1.8,2.03,109.0,Forward-Center,0,1,1,0
1137,1137,Killian Hayes,Ratiopharm Ulm (Germany),7,2020-21,DET,26,25.8,6.8,2.7,7.7,35.3,0.8,2.8,27.8,0.5,0.7,82.4,0.2,2.4,2.7,5.3,3.2,1.0,0.4,2.2,19.0,0.0,0.0,-5.0,1.96,88.0,Guard,0,0,0,1
1138,1138,Obi Toppin,Dayton,8,2020-21,NYK,62,11.0,4.1,1.7,3.4,49.8,0.4,1.4,30.6,0.3,0.4,73.1,0.4,1.8,2.2,0.5,0.4,0.3,0.2,0.9,8.6,0.0,0.0,0.4,2.06,100.0,Forward,0,0,1,0
1139,1139,Deni Avdija,Maccabi Tel Aviv B.C. (Israel),9,2020-21,WAS,54,23.3,6.3,2.4,5.8,41.7,1.0,3.1,31.5,0.5,0.8,64.4,0.4,4.4,4.9,1.2,0.6,0.6,0.3,2.6,15.9,2.0,0.0,-1.5,2.06,95.0,Forward,0,0,1,0
1140,1140,Jalen Smith,Maryland,10,2020-21,PHX,27,5.8,2.0,0.8,1.9,44.0,0.1,0.6,23.5,0.2,0.3,71.4,0.3,1.1,1.4,0.1,0.3,0.0,0.1,0.6,4.1,1.0,0.0,-0.6,2.08,98.0,Forward-Center,0,1,1,0
1141,1141,Devin Vassell,Florida State,11,2020-21,SAS,62,17.0,5.5,2.0,4.9,40.6,0.8,2.4,34.7,0.7,0.8,84.3,0.4,2.4,2.8,0.9,0.4,0.7,0.3,1.4,12.8,0.0,0.0,-1.0,1.96,91.0,Guard-Forward,0,0,1,1
1142,1142,Tyrese Haliburton,Iowa State,12,2020-21,SAC,58,30.1,13.0,5.0,10.7,47.2,2.1,5.1,40.9,0.8,1.0,85.7,0.7,2.3,3.0,5.3,1.6,1.3,0.5,1.4,28.4,5.0,0.0,-3.1,1.96,84.0,Guard,0,0,0,1
1143,1143,Kira Lewis Jr.,Alabama,13,2020-21,NOP,54,16.7,6.4,2.4,6.2,38.6,0.7,2.2,33.3,0.8,0.9,84.3,0.2,1.1,1.3,2.3,0.6,0.7,0.2,1.6,13.4,0.0,0.0,0.4,1.85,77.0,Guard,0,0,0,1
1144,1144,Aaron Nesmith,Vanderbilt,14,2020-21,BOS,46,14.5,4.7,1.7,3.9,43.8,0.9,2.3,37.0,0.5,0.6,78.6,0.6,2.2,2.8,0.5,0.5,0.3,0.2,1.9,9.9,0.0,0.0,-0.2,1.96,98.0,Guard-Forward,0,0,1,1
1145,1145,Cole Anthony,North Carolina,15,2020-21,ORL,47,27.1,12.9,4.7,11.7,39.7,1.2,3.7,33.7,2.3,2.8,83.2,0.8,3.9,4.7,4.1,2.3,0.6,0.4,2.1,25.5,0.0,0.0,-6.9,1.91,84.0,Guard,0,0,0,1
1146,1146,Isaiah Stewart,Washington,16,2020-21,DET,68,21.4,7.9,3.3,6.0,55.3,0.3,0.9,33.3,0.9,1.4,69.6,2.3,4.3,6.7,0.9,1.0,0.6,1.3,2.7,21.7,8.0,0.0,-0.9,2.03,113.0,Forward-Center,0,1,1,0
1147,1147,Alekesej Pokusevski,Olympiacos B.C. (Greece),17,2020-21,OKC,45,24.2,8.2,3.1,9.1,34.1,1.3,4.6,28.0,0.7,0.9,73.8,0.7,4.0,4.7,2.2,2.2,0.4,0.9,1.3,19.0,1.0,0.0,-8.7,2.13,86.0,Forward,0,0,1,0
1148,1148,Josh Green,Arizona,18,2020-21,DAL,39,11.4,2.6,1.1,2.4,45.2,0.1,0.6,16.0,0.3,0.6,56.5,0.7,1.3,2.0,0.7,0.4,0.4,0.1,0.9,7.1,0.0,0.0,0.4,1.96,91.0,Guard,0,0,0,1
1149,1149,Saddiq Bey,Villanova,19,2020-21,DET,70,27.3,12.2,4.0,9.9,40.4,2.5,6.6,38.0,1.8,2.1,84.4,0.6,3.9,4.5,1.4,0.9,0.7,0.2,1.6,21.7,3.0,0.0,-3.0,2.01,98.0,Forward,0,0,1,0
1150,1150,Precious Achiuwa,Memphis,20,2020-21,MIA,61,12.1,5.0,2.0,3.7,54.4,0.0,0.0,0.0,0.9,1.8,50.9,1.2,2.2,3.4,0.5,0.7,0.3,0.5,1.5,11.4,3.0,0.0,-1.9,2.03,102.0,Forward,0,0,1,0
1151,1151,Tyrese Maxey,Kentucky,21,2020-21,PHI,61,15.3,8.0,3.2,7.0,46.2,0.5,1.7,30.1,1.0,1.1,87.1,0.2,1.5,1.7,2.0,0.7,0.4,0.2,1.3,14.2,0.0,0.0,-0.9,1.88,91.0,Guard,0,0,0,1
1152,1152,Zeke Nnaji,Arizona,22,2020-21,DEN,42,9.5,3.2,1.2,2.5,48.1,0.6,1.4,40.7,0.3,0.4,80.0,0.3,1.2,1.5,0.2,0.2,0.2,0.1,0.7,6.1,0.0,0.0,-2.0,2.06,109.0,Forward-Center,0,1,1,0
1153,1153,Leandro Bolmaro,FC Barcelona Basquet (Spain),23,2021-22,MIN,35,6.9,1.4,0.5,1.5,31.5,0.1,0.5,27.8,0.3,0.4,84.6,0.5,0.8,1.2,0.6,0.4,0.2,0.0,0.7,3.9,0.0,0.0,0.1,1.98,91.0,Forward,0,0,1,0
1154,1154,R.J. Hampton,Breakers (New Zealand),24,2020-21,DEN,25,9.3,2.6,1.0,2.4,41.7,0.2,0.7,27.8,0.4,0.5,75.0,0.4,1.6,2.0,0.6,0.4,0.2,0.1,0.9,6.2,0.0,0.0,-2.9,1.93,79.0,Guard,0,0,0,1
1155,1155,Immanuel Quickley,Kentucky,25,2020-21,NYK,64,19.4,11.4,3.6,9.1,39.5,1.8,4.7,38.9,2.4,2.7,89.1,0.4,1.8,2.1,2.0,0.9,0.5,0.2,1.8,18.0,0.0,0.0,2.8,1.91,86.0,Guard,0,0,0,1
1156,1156,Payton Pritchard,Oregon,26,2020-21,BOS,66,19.2,7.7,2.8,6.3,44.0,1.5,3.8,41.1,0.6,0.7,88.9,0.5,1.9,2.4,1.8,0.8,0.6,0.1,1.6,14.6,0.0,0.0,0.6,1.85,88.0,Guard,0,0,0,1
1157,1157,Udoka Azubuike,Kansas,27,2020-21,UTA,15,3.8,1.1,0.3,0.6,44.4,0.0,0.0,0.0,0.5,0.7,80.0,0.3,0.6,0.9,0.0,0.2,0.1,0.3,0.6,2.9,0.0,0.0,-4.3,2.13,122.0,Center-Forward,0,1,1,0
1158,1158,Jaden McDaniels,Washington,28,2020-21,MIN,63,24.0,6.8,2.6,5.8,44.7,1.1,3.1,36.4,0.4,0.7,60.0,0.8,2.9,3.7,1.1,0.7,0.6,1.0,2.7,16.7,0.0,0.0,-1.6,2.06,84.0,Forward,0,0,1,0
1159,1159,Malachi Flynn,San Diego State,29,2020-21,TOR,47,19.7,7.5,2.7,7.2,37.4,1.1,3.6,32.1,1.0,1.2,80.4,0.2,2.3,2.5,2.9,0.9,0.8,0.1,1.4,16.8,1.0,0.0,-2.1,1.85,79.0,Guard,0,0,0,1
1160,1160,Desmond Bane,Texas Christian,30,2020-21,MEM,68,22.3,9.2,3.4,7.3,46.9,1.7,4.0,43.2,0.6,0.7,81.6,0.5,2.6,3.1,1.7,0.9,0.6,0.2,1.8,17.1,0.0,0.0,0.2,1.96,98.0,Guard,0,0,0,1
1161,1161,Tyrell Terry,Stanford,31,2020-21,DAL,11,5.1,1.0,0.5,1.5,31.3,0.0,0.6,0.0,0.1,0.3,33.3,0.0,0.5,0.5,0.5,0.2,0.5,0.0,0.2,3.7,0.0,0.0,0.0,1.88,73.0,Guard,0,0,0,1
1162,1162,Vernon Carey Jr.,Duke,32,2020-21,CHA,19,6.0,2.4,0.9,1.9,50.0,0.1,0.4,14.3,0.5,0.6,81.8,0.3,1.1,1.4,0.1,0.3,0.1,0.3,0.7,5.0,0.0,0.0,-0.6,2.06,122.0,Forward-Center,0,1,1,0
1164,1164,Theo Maledon,ASVEL Basket (France),34,2020-21,OKC,65,27.3,10.1,3.5,9.4,36.8,1.6,4.8,33.5,1.6,2.1,74.8,0.4,2.9,3.2,3.5,2.2,0.9,0.2,1.9,20.2,1.0,0.0,-9.6,1.93,79.0,Guard,0,0,0,1
1165,1165,Xavier Tillman Sr.,Michigan State,35,2020-21,MEM,59,18.4,6.6,2.8,5.1,55.9,0.4,1.1,33.8,0.6,0.9,64.2,1.3,3.1,4.3,1.3,0.8,0.7,0.6,2.0,16.9,2.0,0.0,0.6,2.03,111.0,Forward,0,0,1,0
1166,1166,Tyler Bey,Colorado,36,2020-21,DAL,18,3.9,1.0,0.4,1.2,31.8,0.1,0.2,25.0,0.2,0.3,60.0,0.4,0.6,1.1,0.2,0.2,0.0,0.1,0.3,2.5,0.0,0.0,-2.1,2.01,98.0,Forward,0,0,1,0
1167,1167,Vit Krejci,Basket Zaragoza 2002 (Spain),37,2021-22,OKC,30,23.0,6.2,2.3,5.6,40.7,1.1,3.3,32.7,0.6,0.7,86.4,0.6,2.8,3.4,1.9,1.0,0.6,0.3,2.2,14.9,1.0,0.0,-6.0,2.03,88.0,Guard,0,0,0,1
1168,1168,Saben Lee,Vanderbilt,38,2020-21,DET,48,16.3,5.6,2.1,4.4,47.1,0.2,0.5,34.8,1.3,1.9,68.5,0.4,1.6,2.0,3.6,1.1,0.7,0.3,1.6,15.1,0.0,0.0,-1.9,1.88,83.0,Guard,0,0,0,1
1169,1169,Elijah Hughes,Syracuse,39,2020-21,UTA,18,3.5,1.7,0.6,1.7,33.3,0.4,1.3,34.8,0.2,0.2,75.0,0.1,0.4,0.5,0.3,0.3,0.1,0.1,0.1,2.8,0.0,0.0,-2.1,1.96,98.0,Guard,0,0,0,1
1170,1170,Robert Woodard II,Mississippi State,40,2020-21,SAC,13,3.5,1.5,0.6,1.5,40.0,0.1,0.5,16.7,0.2,0.6,37.5,0.3,0.9,1.2,0.2,0.1,0.0,0.2,0.3,3.9,0.0,0.0,0.8,1.98,107.0,Forward,0,0,1,0
1171,1171,Tre Jones,Duke,41,2020-21,SAS,37,7.3,2.5,1.0,2.1,47.4,0.1,0.1,60.0,0.5,0.5,89.5,0.2,0.4,0.6,1.1,0.4,0.2,0.0,0.4,5.1,0.0,0.0,-2.2,1.85,84.0,Guard,0,0,0,1
1172,1172,Nick Richards,Kentucky,42,2020-21,CHA,18,3.5,0.8,0.2,0.5,44.4,0.0,0.1,0.0,0.4,0.6,63.6,0.2,0.4,0.6,0.1,0.2,0.0,0.0,0.4,1.6,0.0,0.0,-0.7,2.13,111.0,Center,0,1,0,0
1174,1174,Marko Simonovic,KK Mega Leks (Serbia),44,2021-22,CHI,9,3.9,1.9,0.4,1.7,26.7,0.1,0.6,20.0,0.9,1.2,72.7,0.6,0.6,1.1,0.0,0.2,0.1,0.1,0.7,3.7,0.0,0.0,0.3,2.11,100.0,Center,0,1,0,0
1175,1175,Jordan Nwora,Louisville,45,2020-21,MIL,30,9.1,5.7,2.1,4.5,45.9,0.9,2.1,45.2,0.6,0.8,76.0,0.3,1.7,2.0,0.2,0.8,0.6,0.3,0.7,10.2,2.0,0.0,-0.1,2.03,102.0,Forward,0,0,1,0
1176,1176,CJ Elleby,Washington State,46,2020-21,POR,30,6.4,2.3,0.8,2.2,37.9,0.2,1.1,20.6,0.4,0.5,73.3,0.4,0.7,1.1,0.3,0.2,0.2,0.1,0.9,4.8,0.0,0.0,-0.5,1.98,91.0,Forward-Guard,0,0,1,1
1178,1178,Nico Mannion,Arizona,48,2020-21,GSW,30,12.1,4.1,1.3,3.8,34.2,0.7,2.0,36.7,0.8,0.9,82.1,0.2,1.3,1.5,2.3,1.0,0.5,0.0,1.0,10.1,0.0,0.0,-2.5,1.88,86.0,Guard,0,0,0,1
1179,1179,Isaiah Joe,Arkansas,49,2020-21,PHI,41,9.3,3.7,1.2,3.2,36.1,1.0,2.6,36.8,0.4,0.6,75.0,0.1,0.7,0.9,0.5,0.3,0.3,0.1,0.8,6.4,0.0,0.0,0.0,1.93,75.0,Guard,0,0,0,1
1180,1180,Skylar Mays,Louisiana State,50,2020-21,ATL,33,8.2,3.8,1.3,3.0,44.9,0.4,1.2,35.0,0.7,0.8,88.0,0.3,0.8,1.1,0.9,0.3,0.4,0.1,0.5,7.6,0.0,0.0,0.4,1.93,93.0,Guard,0,0,0,1
1182,1182,Kenyon Martin Jr.,IMG Academy,52,2020-21,HOU,45,23.7,9.3,3.6,7.1,50.9,0.8,2.1,36.5,1.3,1.9,71.4,1.6,3.8,5.4,1.1,0.8,0.7,0.9,2.0,21.3,4.0,0.0,-6.3,1.96,98.0,Forward,0,0,1,0
1183,1183,Cassius Winston,Michigan State,53,2020-21,WAS,22,4.5,1.9,0.6,1.5,42.4,0.4,0.8,47.1,0.2,0.3,83.3,0.0,0.4,0.4,0.5,0.2,0.1,0.0,0.4,3.4,0.0,0.0,-2.2,1.85,84.0,Guard,0,0,0,1
1184,1184,Cassius Stanley,Duke,54,2020-21,IND,24,3.9,1.5,0.5,1.8,30.2,0.1,0.5,23.1,0.3,0.4,77.8,0.3,0.5,0.8,0.0,0.0,0.0,0.1,0.6,2.9,0.0,0.0,0.8,1.96,86.0,Guard,0,0,0,1
1185,1185,Jay Scrubb,John A. Logan,55,2020-21,LAC,4,21.0,8.8,3.5,9.0,38.9,0.5,2.3,22.2,1.3,1.3,100.0,0.5,3.0,3.5,0.3,1.8,1.0,0.0,1.3,14.6,0.0,0.0,0.5,1.96,100.0,Guard,0,0,0,1
1186,1186,Grant Riller,College of Charleston,56,2020-21,CHA,7,3.9,2.6,1.1,1.7,66.7,0.3,0.6,50.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.1,0.1,0.0,0.0,3.7,0.0,0.0,-0.6,1.88,86.0,Guard,0,0,0,1
1188,1188,Paul Reed,DePaul,58,2020-21,PHI,26,6.8,3.4,1.6,3.0,53.8,0.0,0.2,0.0,0.2,0.3,50.0,1.2,1.2,2.3,0.5,0.5,0.4,0.5,1.1,9.1,1.0,0.0,1.4,2.06,95.0,Forward,0,0,1,0
1191,1191,Cade Cunningham,Oklahoma State,1,2021-22,DET,64,32.6,17.4,6.7,16.1,41.6,1.8,5.7,31.4,2.2,2.6,84.5,0.9,4.6,5.5,5.6,3.7,1.2,0.7,3.1,34.4,10.0,2.0,-4.3,1.98,100.0,Guard,0,0,0,1
1192,1192,Jalen Green,Ignite (G League),2,2021-22,HOU,67,31.9,17.3,6.1,14.2,42.6,2.3,6.8,34.3,2.8,3.5,79.7,0.5,2.9,3.4,2.6,2.0,0.7,0.3,1.5,26.0,0.0,0.0,-7.7,1.93,84.0,Guard,0,0,0,1
1193,1193,Evan Mobley,Southern California,3,2021-22,CLE,69,33.8,15.0,6.1,12.0,50.8,0.3,1.3,25.0,2.4,3.7,66.3,2.1,6.2,8.3,2.5,1.9,0.8,1.7,2.1,34.2,21.0,0.0,1.4,2.11,98.0,Center,0,1,0,0
1194,1194,Scottie Barnes,Florida State,4,2021-22,TOR,74,35.4,15.3,6.2,12.6,49.2,0.8,2.6,30.1,2.1,2.9,73.5,2.6,4.9,7.5,3.5,1.8,1.1,0.7,2.6,33.2,13.0,0.0,0.9,2.01,102.0,Forward,1,0,1,0
1195,1195,Jalen Suggs,Gonzaga,5,2021-22,ORL,48,27.2,11.8,4.1,11.4,36.1,0.9,4.1,21.4,2.6,3.4,77.3,0.5,3.0,3.6,4.4,3.0,1.2,0.4,3.0,24.5,2.0,0.0,-4.3,1.96,93.0,Guard,0,0,0,1
1196,1196,Josh Giddey,NBA Global Academy (Australia),6,2021-22,OKC,54,31.5,12.5,5.2,12.4,41.9,1.0,3.9,26.3,1.0,1.5,70.9,1.8,6.0,7.8,6.4,3.2,0.9,0.4,1.6,32.2,16.0,4.0,-5.5,2.03,93.0,Guard,0,0,0,1
1197,1197,Jonathan Kuminga,Ignite (G League),7,2021-22,GSW,70,16.9,9.3,3.4,6.6,51.3,0.7,2.1,33.6,1.9,2.7,68.4,0.8,2.6,3.3,0.9,1.1,0.4,0.3,2.1,15.9,2.0,0.0,0.5,2.01,102.0,Forward,0,0,1,0
1198,1198,Franz Wagner,Michigan,8,2021-22,ORL,79,30.7,15.2,5.8,12.3,46.8,1.2,3.4,35.4,2.4,2.8,86.3,1.1,3.4,4.5,2.9,1.5,0.9,0.4,2.1,27.3,2.0,0.0,-3.1,2.08,100.0,Forward,0,0,1,0
1199,1199,Davion Mitchell,Baylor,9,2021-22,SAC,75,27.7,11.5,4.7,11.2,41.8,1.3,4.3,31.6,0.7,1.1,65.9,0.4,1.8,2.2,4.2,1.5,0.7,0.3,1.9,22.0,3.0,0.0,-3.7,1.83,92.0,Guard,0,0,0,1
1200,1200,Ziaire Williams,Stanford,10,2021-22,MEM,62,21.7,8.1,3.1,6.8,45.0,1.2,3.9,31.4,0.7,0.9,78.2,0.4,1.7,2.1,1.0,0.7,0.6,0.2,1.8,13.8,0.0,0.0,2.0,2.06,84.0,Forward,0,0,1,0
1201,1201,James Bouknight,Connecticut,11,2021-22,CHA,31,9.8,4.6,1.6,4.5,34.8,0.5,1.6,34.7,0.9,1.0,87.1,0.7,1.0,1.7,0.8,0.5,0.2,0.0,0.9,8.1,0.0,0.0,-1.6,1.93,86.0,Guard,0,0,0,1
1202,1202,Joshua Primo,Alabama,12,2021-22,SAS,50,19.3,5.8,2.0,5.4,37.4,0.8,2.7,30.7,0.9,1.2,74.6,0.6,1.6,2.3,1.6,1.1,0.4,0.5,1.6,12.3,0.0,0.0,-1.6,1.93,86.0,Guard,0,0,0,1
1203,1203,Chris Duarte,Oregon,13,2021-22,IND,55,28.0,13.1,4.9,11.3,43.2,1.7,4.6,36.9,1.6,2.0,80.4,0.7,3.4,4.1,2.1,1.6,1.0,0.2,1.7,23.1,0.0,0.0,-1.0,1.96,86.0,Guard,0,0,0,1
1204,1204,Moses Moody,Arkansas,14,2021-22,GSW,52,11.7,4.4,1.5,3.5,43.7,0.8,2.1,36.4,0.5,0.7,77.8,0.3,1.2,1.5,0.4,0.3,0.1,0.2,0.8,7.6,0.0,0.0,-0.8,1.96,96.0,Guard,0,0,0,1
1205,1205,Corey Kispert,Gonzaga,15,2021-22,WAS,77,23.4,8.2,3.0,6.7,45.5,1.5,4.2,35.0,0.7,0.8,87.1,0.7,2.0,2.7,1.1,0.6,0.5,0.3,1.2,14.7,0.0,0.0,0.5,1.98,102.0,Forward,0,0,1,0
1206,1206,Alperen Sengun,Besiktas (Turkey),16,2021-22,HOU,72,20.7,9.6,3.5,7.3,47.4,0.4,1.6,24.8,2.3,3.2,71.1,1.9,3.5,5.5,2.6,2.0,0.8,0.9,3.0,23.3,8.0,0.0,-4.3,2.08,110.0,Center,0,1,0,0
1207,1207,Trey Murphy III,Virginia,17,2021-22,NOP,62,13.9,5.4,1.8,4.5,39.4,1.1,3.0,38.2,0.7,0.8,88.2,0.8,1.6,2.4,0.6,0.3,0.4,0.1,1.0,10.3,0.0,0.0,0.0,2.03,93.0,Forward,0,0,1,0
1208,1208,Tre Mann,Florida,18,2021-22,OKC,60,22.8,10.4,3.9,9.8,39.3,1.6,4.5,36.0,1.1,1.4,79.3,0.4,2.4,2.9,1.5,1.2,0.8,0.2,1.7,17.9,0.0,0.0,-4.6,1.91,81.0,Guard,0,0,0,1
1209,1209,Kai Jones,Texas,19,2021-22,CHA,21,3.0,1.0,0.4,0.7,64.3,0.0,0.1,50.0,0.1,0.4,37.5,0.1,0.4,0.5,0.2,0.3,0.0,0.1,0.4,2.1,0.0,0.0,-0.7,2.08,100.0,Center-Forward,0,1,1,0
1210,1210,Jalen Johnson,Duke,20,2021-22,ATL,22,5.5,2.4,1.0,1.9,53.7,0.1,0.6,23.1,0.2,0.3,71.4,0.1,1.1,1.2,0.1,0.4,0.1,0.1,0.4,4.3,0.0,0.0,-0.9,2.03,99.0,Forward,0,0,1,0
1211,1211,Keon Johnson,Tennessee,21,2021-22,LAC,15,9.0,3.5,1.1,3.4,33.3,0.2,0.7,27.3,1.1,1.4,76.2,0.4,1.0,1.4,0.9,0.5,0.5,0.1,1.4,7.8,0.0,0.0,-0.5,1.93,84.0,Guard,0,0,0,1
1212,1212,Isaiah Jackson,Kentucky,22,2021-22,IND,36,15.0,8.3,3.2,5.7,56.3,0.1,0.4,31.3,1.7,2.4,68.2,1.7,2.5,4.1,0.3,1.1,0.7,1.4,2.6,18.9,3.0,0.0,-1.1,2.08,93.0,Forward,0,0,1,0
1213,1213,Usman Garuba,Madrid (ESP),23,2021-22,HOU,24,10.0,2.0,0.8,1.8,43.2,0.2,0.8,25.0,0.2,0.3,71.4,0.9,2.6,3.5,0.7,0.3,0.4,0.5,1.2,9.6,0.0,0.0,1.4,2.03,104.0,Forward,0,0,1,0
